"id","label","date","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","f51","f52","f53","f54","f55","f56","f57","f58","f59","f60","f61","f62","f63","f64","f65","f66","f67","f68","f69","f70","f71","f72","f73","f74","f75","f76","f77","f78","f79","f80","f81","f82","f83","f84","f85","f86","f87","f88","f89","f90","f91","f92","f93","f94","f95","f96","f97","f98","f99","f100","f101","f102","f103","f104","f105","f106","f107","f108","f109","f110","f111","f112","f113","f114","f115","f116","f117","f118","f119","f120","f121","f122","f123","f124","f125","f126","f127","f128","f129","f130","f131","f132","f133","f134","f135","f136","f137","f138","f139","f140","f141","f142","f143","f144","f145","f146","f147","f148","f149","f150","f151","f152","f153","f154","f155","f156","f157","f158","f159","f160","f161","f162","f163","f164","f165","f166","f167","f168","f169","f170","f171","f172","f173","f174","f175","f176","f177","f178","f179","f180","f181","f182","f183","f184","f185","f186","f187","f188","f189","f190","f191","f192","f193","f194","f195","f196","f197","f198","f199","f200","f201","f202","f203","f204","f205","f206","f207","f208","f209","f210","f211","f212","f213","f214","f215","f216","f217","f218","f219","f220","f221","f222","f223","f224","f225","f226","f227","f228","f229","f230","f231","f232","f233","f234","f235","f236","f237","f238","f239","f240","f241","f242","f243","f244","f245","f246","f247","f248","f249","f250","f251","f252","f253","f254","f255","f256","f257","f258","f259","f260","f261","f262","f263","f264","f265","f266","f267","f268","f269","f270","f271","f272","f273","f274","f275","f276","f277","f278","f279","f280","f281","f282","f283","f284","f285","f286","f287","f288","f289","f290","f291","f292","f293","f294","f295","f296","f297"
"051bcc1a2f8be50b62e4ea3a8af9b516b9e6bd8480d2f27c389486e40b33c805","0","20171023","1","0","1","1","100803","0","6","1","0","0","0","1","2","1","1","1","1","2","2","31","49","143","205","0","1","0","1","1","1","0","1","1","1","0","1","","","","","","","","","","","","","0","1","1","1","0","1","1","1","2","1","1","2","2","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","3","2","2","1","2","1","2","1","2","1","1","2","1","2","3","4","1","2","2","2","1","2","3","2","1","2","1","1","1","1","2","2","2","2","2","2","2","1","2","1","2","1","2","2","3","4","5","23","2","1","2","2","1","1","2","2","2","1","2","2","2","1","2","2","2","3","3","1","1","2","2","2","1","2","3","2","1","2","2","3","3","1","2","2","3","8","2","2","2","2","4","2","1","2","1","1","1","1","1","2","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","7","135","302","357","628","6","69","122","128","132","301","301","301","40","220","184","184","184","30","149"
"81d9b6e197d2f874d0c7680e9fb792f2a7f472930aefe7622ef5fb0346e8fa5b","0","20171102","1","0","1","0","100802","1","7","1","0","2","0","1","0","1","1","1","2","1","1","0","1","0","0","1","0","1","0","1","1","0","1","0","0","1","0","","","","","","","","","","","","","1","1","1","1","0","0","2","2","2","1","2","2","2","1","2","1","1","1","4","2","2","2","1","2","13","29","14","29","2","3","2","2","14","30","141","831.1","2270.2","146.5","709.8","2","2","2","1","3","1","1","2","2","1","1","5","8","16","29","3","6","12","28","45","2","8","14","29","1","2","1","1","2","1","2","1","1","1","2","1","1","2","2","1","2","1","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","2","2","2","2","1","2","1","2","2","2","2","2","1","2","2","1","1","2","2","2","2","2","2","1","2","2","1","1","1","2","1","1","3","1","1","2","2","2","3","2","1","1","2","2","1","1","2","1","2","1","1","2","1","2","2","2","2","2","2","3","2","8","14","29","51","1","1","2","2","1","1","1","1","1","1","1","2","1","2","2","1","2","2","2","1","2","2","1","2","1","2","2","2","1","1","1","2","2","1","1","2","1","1","2","2","1","1","2","2","1","1","2","1","2","1","1","1","2","1","1","2","1","1","1","1","1","2","2","0","0","1","1","1","2","1","2","2","2","1","1","1","2","1","2","2","1","1","2","2","1","2","1"
"01ac29a6322547e0381f3ad1eea9ed6fc7981889a5c4d3def63f429348a83211","0","20171003","0","1","1","0","100803","1","6","1","0","2","1","1","2","1","0","1","2","2","2","1","1","1","1","1","0","0","1","0","1","0","0","1","1","1","0","","","","","","","","","","","","","0","0","0","1","1","1","5","5","5","5","5","2","1","2","2","2","1","2","7","5","6","5","6","5","4","6","5","6","6","5","5","6","6","7","146","145","172.5","146","145","1","2","1","1","2","1","1","2","2","1","1","2","1","2","4","6","6","5","6","9","6","5","5","6","2","2","1","2","2","2","1","2","2","1","2","1","2","1","1","1","2","1","1","2","1","1","1","2","1","2","1","1","2","1","2","1","1","2","1","1","1","2","2","1","1","1","1","6","2","1","1","2","1","1","2","2","1","2","2","2","1","2","1","1","2","1","1","1","2","1","1","2","1","2","1","1","1","2","3","1","1","2","1","2","1","1","2","2","2","1","2","2","2","1","2","2","2","5","6","6","6","5","6","9","1","1","2","1","6","6","6","6","2","1","2","2","1","1","1","2","2","1","2","2","2","1","2","1","1","2","1","2","2","2","2","2","2","3","2","2","2","2","2","1","2","2","1","2","1","1","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","0","0","1","2","2","2","1","2","2","1","2","2","1","2","2","3","3","2","3","2","1","1","1","2"
"972573ab792de31c112846853e24a713241ab861c68c9abadcb2a1a58ac70b4d","0","20171020","2","0","1","0","","1","6","1","0","0","1","1","0","1","1","0","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","3","6","2","2","2","2","1","1","2","2","2","1","2","1","1","1","2","1","2","3","12","12","2","1","1","6","7","2","2","3","11","11","2","1","2","6","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5998a4a50355e864031037d6b86d8bfa87a091479f487ba9d986b8174958a612","0","20170912","1","0","1","1","100804","1","3","2","2","2","1","1","0","0","1","0","1","0","1","0","0","0","1","0","1","0","0","0","0","1","1","","","","","2","2","1","2","2","2","1","1","2","2","0","0","","","","","1","0","","","","","","","","","","","1","1","2","2","2","1","1","1","0","0","0","1","1","2","1","1","1","1","11","11","11","11","10","2","1","2","1","2","2","2","1","2","1","1","2","1","1","1","2","1","1","2","1","1","2","1","1","1","2","2","2","1","1","1","1","2","2","1","1","2","2","1","1","1","1","2","1","1","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","1","1","1","2","2","2","2","2","1","2","2","2","2","2","1","2","1","1","2","1","1","1","1","1","2","1","1","1","1","2","2","1","2","2","2","2","1","2","1","1","2","1","1","1","1","1","2","1","1","1","2","2","2","2","2","2","2","1","2","1","1","2","1","2","2","2","2","1","2","2","2","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","2","2","1","2","2","1","1","2","1","2","1","1","1","1","1","2","1","2","2","1","1","1","2","2","2","2","2","1","2","1","2","2","1","1","1","2","2","2","0","0","0","1","2","2","2","1","2","1","2","1","1","2","2","1","2","1","2","1","2","1","1","2"
"686269890673416455a31e1e91d01cddbd6aab169468a45b58e9c2a43c1ef014","0","20170923","1","1","2","1","","2","2","1","1","0","1","1","0","1","0","1","0","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","4","6","12","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","3","6","11","3","6","8","15","1","3","5","9","3","4","6","10","4","6","11","2","1","1","2","2","5","8","28","56","3","3","6","20","43","2","6","7","27","56","3","3","6","20","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6b624c296bf1da5aabd257c18cfbdb9ffc009b9b2e55372975a611613a8472c1","0","20170909","0","1","0","1","100804","0","5","2","1","1","1","1","1","1","0","1","1","2","1","1","0","0","0","1","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","2","2","1","2","1","2","2","2","5","5","4","4","1","3","2","4","5","6","5499.6","12348.9","12348.9","5769.6","12347.9","1","1","2","2","1","2","1","1","1","1","1","3","4","4","4","3","6","5","6","6","3","5","5","6","1","1","1","2","2","2","2","1","1","1","2","2","1","2","2","1","1","1","2","2","2","1","1","2","1","1","2","2","1","1","1","2","1","1","2","2","1","2","2","2","1","1","1","1","2","2","1","1","1","1","1","2","2","1","2","2","1","1","1","2","1","1","1","2","2","2","2","1","1","2","3","2","3","2","3","1","2","1","1","2","1","1","2","1","1","1","2","1","2","2","1","1","2","2","3","3","6","5","5","5","2","2","2","2","2","2","1","2","2","2","1","1","1","1","2","2","1","2","2","1","1","1","2","1","1","2","2","2","2","2","1","2","2","2","2","2","1","2","1","1","1","1","2","1","2","1","1","1","1","2","2","2","2","1","2","3","1","2","1","2","2","1","1","1","1","2","1","1","1","1","2","1","2","2","2","1","2","1","1","2","2","1","1","1","1","1","1"
"5533954773050d2156801a4d800e7f35b7f63608d06f1a8e0270b8f91da28465","0","20171027","1","0","0","1","100802","0","6","1","0","1","0","1","0","1","1","1","1","2","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","0","1","","","","","","","","","","","","","0","0","1","0","1","0","2","2","2","1","1","2","2","1","2","2","1","1","11","2","1","2","2","4","16","29","15","29","2","2","2","3","16","32","43.9","2201","8758.5","871.1","1031.7","1","2","1","2","2","1","2","1","2","2","3","3","7","15","31","2","6","14","28","61","3","7","16","30","1","1","1","1","1","2","2","2","1","1","2","2","1","2","2","1","1","1","1","1","1","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","2","2","1","1","1","2","8","1","1","1","1","2","1","2","2","1","1","1","1","1","1","1","2","1","2","1","2","2","2","2","3","2","1","3","4","3","3","4","1","2","2","1","2","1","1","2","1","2","2","2","2","2","1","1","1","1","1","1","3","8","16","31","61","2","2","2","1","2","2","2","1","2","1","2","1","1","2","2","2","1","1","2","2","1","2","2","2","1","2","2","2","1","1","1","2","1","1","2","2","2","1","2","1","2","1","1","2","2","1","1","1","1","1","1","1","2","2","1","2","2","1","1","1","2","2","1","0","0","0","1","1","1","1","2","2","1","1","2","2","2","3","4","8","1","1","1","2","2","1","2"
"fbffad5ce4131502592b4a09775507e87eb492f7d6de1e7e91cfaeae5c6a417b","0","20170923","0","0","1","1","100804","1","5","2","0","2","0","2","1","1","2","1","1","2","2","0","1","0","0","0","1","0","1","0","0","1","0","1","1","1","1","","","","","","","","","","","","","0","1","0","1","0","1","3","5","26","89","104","1","3","6","15","17","2","1","48","2","3","5","17","36","36","115","37","116","3","2","4","5","37","116","400","23086.2","103101.6","1800","13691.8","1","2","2","1","1","2","1","1","1","1","2","4","7","15","19","6","16","37","116","134","5","16","37","117","2","1","1","1","2","2","2","1","1","1","1","1","2","1","2","2","1","1","1","2","1","1","2","2","2","1","2","2","1","2","2","1","2","2","1","1","2","2","1","2","1","2","2","48","1","1","1","2","1","1","2","2","1","1","2","2","2","2","2","1","2","2","1","2","2","2","1","2","1","2","1","1","1","2","2","1","1","2","2","2","2","1","2","2","1","2","1","1","2","1","2","1","2","2","3","6","16","37","116","134","2","1","1","2","2","2","3","3","2","2","1","1","1","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","2","1","2","1","2","3","2","3","2","1","1","1","2","2","1","1","2","1","1","2","1","1","2","1","2","2","2","1","1","1","2","1","2","1","0","1","1","1","1","1","1","1","1","1","1","1","2","2","5","35","49","3","3","1","1","1","2","1"
"398e5c7872881f5ce8d87c7c6d7a574bc09c175f5d0163b2e577492a1fe2d8da","0","20170922","2","1","1","1","100805","0","5","1","1","0","0","1","1","1","1","0","1","2","2","18","19","69","69","1","1","0","0","0","0","1","0","1","0","0","0","","","","","","","","","","","","","1","1","1","0","1","1","1","2","3","3","3","1","2","3","3","2","85","34","301","302","302","302","301","301","14","14","13","13","2","2","2","3","22","27","6","351.9","403.9","60","110","1","2","2","1","1","2","1","2","2","3","3","4","8","12","14","3","12","20","27","28","3","12","14","15","219","220","219","219","219","220","220","219","219","220","220","220","32","32","25","25","26","26","33","85","42","42","42","68","31","32","27","27","27","27","31","228","228","139","140","139","139","228","219","219","220","219","220","302","1","1","2","1","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","2","1","1","2","2","2","2","1","3","3","3","3","1","2","1","1","1","1","2","2","1","2","2","2","2","1","2","2","1","1","1","1","3","11","14","15","14","2","2","1","1","2","2","1","1","2","1","2","1","2","1","2","1","2","2","1","2","2","2","1","2","2","1","1","3","2","2","1","1","3","1","2","2","5","6","1","1","1","3","4","2","2","2","2","2","2","1","3","14","14","2","15","15","2","2","2","2","2","1","2","1","1","2","1","19","250","302","331","537","13","71","82","91","93","301","311","405","68","301","176","177","176","55","176"
"9e6caf002d97fde2610960542a5c4ee41762e645039ee76f718f10017eef021d","0","20171101","0","1","0","1","100806","0","2","2","0","1","1","2","1","2","1","2","2","1","1","0","1","0","1","1","0","1","1","1","0","1","0","6","11","7","12","","","","","","","","","","","","","5","11","6","13","1","1","1","1","2","2","1","2","1","1","2","2","2","2","4","2","1","2","1","2","2","6","2","5","2","2","1","1","3","7","99.8","129.6","302.5","99.8","99.8","2","2","1","2","1","2","1","2","1","2","2","1","3","5","12","2","2","3","6","14","2","2","2","7","1","1","1","1","2","1","1","1","2","2","1","1","2","1","1","2","1","2","2","2","1","2","2","1","2","2","2","2","1","2","2","2","1","1","2","1","2","1","2","1","1","1","1","1","2","1","2","2","2","1","1","1","2","2","1","2","1","2","2","2","2","2","1","2","2","2","2","1","2","1","2","2","2","2","2","1","1","2","1","2","2","2","2","2","2","1","1","1","1","1","1","2","1","2","2","2","2","3","6","15","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","2","2","1","2","1","2","2","1","2","1","2","1","2","2","1","2","2","2","2","1","2","2","2","1","2","1","2","2","1","2","2","2","2","1","1","2","2","1","1","2","1","1","2","2","1","2","2","1","0","1","1","0","2","1","1","1","1","1","1","2","1","2","1","1","1","2","2","2","1","1","1","2"
"434f68b72a3ddfe9b0206076d5801484e763b79e01a3782356df208b6b516b90","0","20171022","1","1","1","1","","1","2","2","0","0","0","1","0","1","2","0","0","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","2","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","4","1","1","2","4","2","1","1","4","1","1","1","3","2","1","3","1","2","2","1","1","2","1","11","44","1","2","1","10","36","2","2","1","11","45","2","2","1","10","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d90ebda744d29dc1c824771ec8c413c3dcc79abbbc1048ba4cc5f2aad232f562","0","20171017","1","0","1","1","100803","0","7","1","0","0","1","2","2","2","0","1","1","1","1","31","44","104","150","1","1","0","0","1","0","0","1","0","1","1","1","","","","","","","","","","","","","0","1","1","1","0","1","1","2","1","1","2","2","2","1","2","2","91","32","301","198","301","301","302","301","8","9","9","9","7","6","7","6","10","9","147.7","220.5","220.5","147.7","220.5","2","1","1","1","1","1","1","1","1","2","1","4","4","4","7","6","10","10","10","14","7","10","10","9","180","180","124","181","181","181","180","180","181","124","181","180","33","36","27","28","28","28","31","82","41","40","41","62","32","31","25","25","26","25","31","236","236","97","131","131","131","235","180","180","124","180","181","301","2","1","1","2","1","1","1","2","1","1","1","2","2","2","1","1","2","2","2","1","1","1","2","2","2","2","1","1","2","2","2","1","1","2","2","2","1","1","1","2","1","1","2","2","2","2","1","2","2","6","6","6","10","9","10","14","1","2","1","2","7","7","7","7","1","1","1","2","2","2","2","1","1","1","1","1","2","1","2","1","2","1","2","1","2","2","2","1","1","6","5","6","6","5","1","2","1","2","1","2","1","2","1","2","1","2","1","1","2","1","1","1","1","2","2","1","1","2","2","1","0","1","1","13","136","246","476","1501","9","73","107","162","170","301","316","334","42","301","186","187","186","31","186"
"f71392eaac0e437706444ea14054520abdc6e370cd5f0c659c204fcae15ebc99","0","20171105","1","0","1","1","100805","0","2","1","1","0","1","2","2","2","1","2","1","2","0","32","63","145","249","1","1","0","1","0","1","1","1","3","4","2","3","","","","","","","","","","","","","3","4","3","4","1","0","2","1","1","2","3","2","1","2","2","2","97","37","302","267","302","302","301","301","50","70","49","70","2","1","5","7","50","72","18.8","13161.1","14389.6","522.3","869.8","2","2","1","2","1","2","2","1","1","1","2","4","9","15","25","7","14","49","71","99","7","15","51","72","199","199","177","199","199","198","199","199","199","177","198","199","34","33","28","29","29","28","30","81","46","45","45","63","32","31","27","27","27","27","32","238","239","120","132","132","132","238","198","199","177","199","198","301","2","1","2","1","1","2","1","3","3","3","2","2","2","1","2","2","1","1","1","2","2","1","2","2","1","2","1","2","4","4","3","2","2","2","2","2","1","1","2","2","1","1","2","1","2","2","2","1","2","1","5","8","14","50","71","100","2","3","2","3","2","2","3","4","2","2","3","4","1","2","2","3","3","3","4","1","2","2","3","2","3","2","2","5","1","2","2","3","2","2","3","3","5","13","2","2","3","3","9","2","2","2","1","2","2","2","2","1","2","2","1","1","2","2","2","1","1","2","1","1","0","0","1","22","216","261","388","680","13","82","100","130","145","301","303","319","48","301","166","168","167","35","166"
"6087581bffc4000d5a017e5ac8ddfa5612fb7c461ea1124dfe816280a572aa40","0","20171019","0","1","0","0","100802","1","6","2","1","1","1","1","2","2","0","1","1","2","2","31","45","102","154","1","1","1","1","1","0","1","0","1","1","1","0","","","","","","","","","","","","","1","1","0","1","0","1","2","2","1","1","2","1","2","2","2","1","94","35","302","270","302","302","301","302","15","15","14","16","2","1","1","2","16","19","60","658.2","719","59","658.2","2","1","1","1","1","1","1","1","1","2","1","3","3","5","9","2","15","16","17","23","2","15","16","16","205","205","184","204","205","204","204","204","205","184","205","204","33","35","30","30","30","29","32","84","45","46","46","66","31","32","30","30","30","30","32","233","232","120","128","128","129","232","204","205","185","204","205","301","2","2","1","1","2","2","1","2","2","1","1","2","1","1","1","1","2","2","1","2","2","1","1","2","2","1","1","1","2","2","3","2","2","1","1","1","2","1","2","2","2","1","1","2","1","1","2","1","1","1","1","2","16","15","16","23","2","2","1","1","1","1","1","2","1","2","1","1","1","1","2","2","1","1","1","1","2","1","2","2","2","1","1","2","2","1","1","1","1","2","1","2","1","5","2","2","1","1","3","1","2","2","1","1","1","2","2","1","2","2","1","1","1","2","1","2","2","2","1","0","1","1","1","18","62","215","391","955","16","32","99","145","160","301","302","316","72","149","208","208","209","61","112"
"fa4404530312da83dab4b6270749de8a413a8bfd70c73dfba7e06f91c74b6f36","0","20170929","1","1","1","0","100805","0","2","2","0","2","1","2","0","2","1","2","2","2","1","26","26","94","93","1","1","0","0","0","0","1","0","13","12","15","15","","","","","","","","","","","","","13","12","16","15","0","0","1","1","2","2","4","1","1","1","3","3","209","40","301","302","301","301","301","301","31","62","31","61","2","4","4","5","33","65","6","462.9","1181.3","45.7","222.4","1","2","1","1","3","2","1","1","2","1","2","5","8","15","24","5","14","29","55","80","6","18","32","63","203","202","202","201","201","202","202","203","203","201","202","201","34","34","29","30","29","30","34","185","43","44","43","90","32","31","27","27","27","27","31","227","228","137","137","137","136","227","202","202","202","201","202","302","1","1","2","1","1","2","2","1","1","2","2","1","2","1","1","1","2","2","2","2","1","2","2","1","2","2","2","3","4","3","3","1","1","1","2","2","1","1","2","2","2","2","1","2","1","2","1","2","2","1","3","6","18","31","63","89","2","1","2","1","1","3","4","3","2","1","2","2","2","2","2","1","2","2","2","2","1","1","2","1","1","2","2","1","2","2","2","2","1","2","4","4","3","4","1","1","2","2","2","2","1","1","1","2","2","2","2","2","2","1","2","2","2","2","1","2","2","1","2","1","1","0","1","64","192","302","352","422","20","88","117","133","136","301","301","301","147","302","189","189","189","88","190"
"b273cf61a8a345ee089957e5c5d5ba14baf87af46506402041c6a1269481f092","0","20171001","1","0","1","0","100806","1","7","1","2","2","0","1","0","1","0","1","0","1","1","0","1","1","1","1","1","1","1","1","0","0","1","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","1","1","8","7","8","8","8","7","6","7","7","7","8","8","9","11","36","69","1037","14849","45950.5","3036","14846","1","3","3","3","4","2","1","3","2","2","3","3","5","11","22","8","8","7","38","51","7","7","7","8","2","1","2","2","2","1","2","2","1","2","1","1","2","1","1","2","2","2","2","1","1","1","2","1","1","1","2","2","1","2","1","1","2","1","1","2","1","2","2","2","2","2","1","8","2","2","1","2","2","2","1","2","2","2","1","1","1","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","1","2","1","2","1","2","1","2","2","2","1","2","2","2","1","2","1","2","2","2","2","7","8","7","8","7","7","8","2","1","2","2","7","8","8","8","2","1","2","1","2","2","2","2","1","1","2","2","1","2","1","8","8","8","7","8","2","1","1","1","2","8","8","7","7","7","2","2","2","1","1","2","2","1","1","2","7","7","8","7","8","7","7","7","2","1","1","7","8","1","1","1","2","1","1","8","8","8","7","7","2","2","1","2","2","8","8","8","7","8","2","1","2","2","2"
"1f41186922696e96594d95574696c0cfacd431193b96213badd445df15b12928","0","20171027","0","1","0","0","100805","0","2","2","0","0","1","2","1","1","1","2","2","1","1","0","0","1","1","0","0","0","0","0","0","0","0","1","6","1","5","","","","","","","","","","","","","1","6","1","5","2","1","2","1","1","2","1","1","2","2","2","1","1","1","42","1","8","7","8","17","16","28","17","28","2","9","9","10","20","39","20","1172.7","12793.6","546","546","2","2","2","1","2","2","2","2","2","2","4","1","5","11","16","9","9","20","35","74","10","10","17","30","2","2","2","2","2","1","2","1","1","1","2","2","1","2","2","2","1","2","2","1","1","2","2","2","2","1","2","2","1","2","1","1","1","2","2","1","2","2","1","2","1","1","1","30","2","1","1","2","1","2","2","1","2","1","2","1","2","2","1","2","1","2","2","1","2","2","2","2","1","3","3","3","3","2","4","1","2","2","2","2","1","2","2","2","1","2","2","2","1","1","2","2","2","1","9","9","10","17","30","71","1","1","1","1","2","7","8","7","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","1","2","2","1","2","1","2","1","1","2","2","7","8","8","8","1","2","1","2","2","1","2","1","2","2","2","2","1","2","1","2","1","1","2","1","2","2","1","2","2","0","0","0","1","2","1","2","2","5","1","2","1","2","2","2","1","8","2","2","1","1","1","2","2"
"5ce9984b104f1bda50f6b3404c5a28108036de57ea91a7b6f36010f2d7d7dcc0","0","20171005","1","1","0","1","100103","0","6","2","1","0","0","2","1","1","1","1","2","1","0","1","0","1","1","1","1","1","0","1","1","0","1","","","","","2","1","3","3","4","1","1","3","2","5","0","1","","","","","0","1","","","","","","","","","","","2","2","34","2","5","5","8","14","26","44","27","45","2","3","7","7","27","46","1091","14487.1","15940.7","9928","12691.1","1","2","2","2","3","1","2","1","2","1","1","4","8","16","26","6","12","26","43","70","6","12","28","45","2","2","1","1","1","2","1","2","1","1","2","2","1","2","2","2","2","1","2","3","1","1","3","3","1","2","1","2","1","1","1","2","1","1","1","2","2","1","1","2","2","2","1","24","1","2","1","2","2","2","2","1","1","1","2","2","2","2","1","1","1","1","1","1","1","3","2","3","1","2","2","3","3","4","3","2","2","2","1","2","1","1","2","2","1","2","2","2","2","2","1","2","2","1","6","7","12","28","45","74","2","2","2","1","2","6","5","6","1","2","2","2","2","1","2","2","1","1","2","1","2","1","1","2","1","1","2","1","2","1","2","2","2","2","6","6","5","5","1","1","1","2","1","2","1","2","1","1","1","1","1","2","2","2","2","2","1","2","1","2","1","1","1","1","1","0","2","2","2","1","2","2","2","2","1","1","2","1","1","2","2","1","2","1","1","2","2"
"df48fcdb713704cfa6b4b1532e663861bb8b17f9b1827d929d758d0c9be28123","0","20170918","1","0","1","0","100804","1","3","2","0","0","1","2","1","1","1","1","1","1","1","14","15","52","52","0","0","0","0","1","1","1","1","0","0","0","0","","","","","","","","","","","","","1","0","0","1","1","1","1","1","1","1","2","1","1","1","2","2","82","36","301","283","301","302","301","302","16","17","15","17","5","5","5","6","16","17","1058","5857.6","7882","1058","5502","1","2","2","1","2","1","2","2","2","2","2","3","6","7","6","6","12","16","18","17","5","12","16","17","179","178","163","177","177","177","179","179","178","163","178","177","31","32","29","28","28","28","31","83","41","41","42","68","31","31","26","28","28","27","31","245","245","130","139","140","139","245","179","179","164","177","178","302","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","1","1","2","1","2","2","2","2","2","2","3","3","3","3","3","3","1","1","1","2","2","1","1","2","1","1","1","2","2","1","1","2","2","2","6","5","6","11","17","18","18","1","2","2","2","3","2","3","3","1","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","2","2","2","2","2","1","1","1","2","2","2","3","3","1","2","2","2","2","2","2","2","2","1","1","2","2","2","3","1","2","3","2","1","2","2","2","1","2","1","1","1","1","31","118","254","386","484","10","48","111","139","140","301","335","425","73","301","200","200","200","56","200"
"73ec23976a921b71927b2e6ad9f120d8cd97755f25f1f94b0c40e4ac1858aa0f","0","20170921","0","0","1","0","100102","1","7","1","2","1","0","0","0","2","2","2","2","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","1","2","1","1","1","1","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","1","2","2","1","1","1","1","1","2","3","3","2","15","18","2","2","1","1","2","2","2","2","1","1","2","2","2","1","2","1","1","1","1","2","2","1","2","1","2","2","1","1","1","2","1","1","1","2","2","2","1","1","2","2","1","2","2","2","2","2","2","2","1","2","2","2","15","3","2","16","1","2","2","1","1","2","1","2","1","2","1","","","","","","","","","","","","","","","","","","","",""
